regime,t,utility,guidance,stability,nondecomposable,p_selfish,p_direct_team,p_trigger_success,p_noise
collapse_emergence,49.0,0.6262183464590478,0.1,0.93,0.85,0.13951266141638088,0.16462342018538523,0.556351256981853,0.13951266141638088
collapse_emergence,50.0,0.6860998190332417,0.1,0.93,0.85,0.11556007238670334,0.14611460138972532,0.622765253836868,0.11556007238670334
collapse_emergence,51.0,0.7404493364276683,0.1,0.93,0.85,0.09382026542893265,0.12931565964962977,0.683043809492505,0.09382026542893265
collapse_emergence,52.0,0.7856861748723303,0.1,0.93,0.85,0.07572553005106787,0.11533336413037062,0.7332155757674936,0.07572553005106787
collapse_emergence,53.0,0.820702025006925,0.1,0.93,0.85,0.06171918999723001,0.10451028317967775,0.7720513368258622,0.06171918999723001
collapse_emergence,54.0,0.8463137142600717,0.1,0.93,0.85,0.0514745142959713,0.09659394286506874,0.8004570285429886,0.0514745142959713
collapse_emergence,55.0,0.8642810520697879,0.1,0.93,0.85,0.044287579172084826,0.0910404020875201,0.8203844395683102,0.044287579172084826
collapse_emergence,56.0,0.876519691148429,0.1,0.93,0.85,0.03939212354062842,0.08725755000866742,0.8339582029100757,0.03939212354062842
collapse_emergence,57.0,0.8846897563041696,0.1,0.93,0.85,0.036124097478332194,0.08473225714234761,0.843019547900988,0.036124097478332194
collapse_emergence,58.0,0.8900706264536861,0.1,0.93,0.85,0.03397174941852559,0.08306907909613342,0.8489874220668154,0.03397174941852559
collapse_emergence,59.0,0.8935830559139175,0.1,0.93,0.85,0.032566777634433,0.08198341908115278,0.8528830256499812,0.032566777634433
collapse_emergence,60.0,0.8958625127674701,0.1,0.93,0.85,0.031654994893011976,0.08127885969005472,0.8554111505239214,0.031654994893011976
collapse_emergence,61.0,0.897336218268963,0.1,0.93,0.85,0.03106551269241479,0.08082335071686597,0.8570456238983044,0.03106551269241479
collapse_emergence,62.0,0.8982866614686326,0.1,0.93,0.85,0.030685335412546977,0.08052957736424085,0.8580997518106652,0.030685335412546977
collapse_emergence,63.0,0.898898666804719,0.1,0.93,0.85,0.03044053327811241,0.08034041207854142,0.8587785213652338,0.03044053327811241
collapse_emergence,64.0,0.8992923456948895,0.1,0.93,0.85,0.030283061722044202,0.0802187295124887,0.8592151470434229,0.030283061722044202
collapse_emergence,65.0,0.8995454179850497,0.1,0.93,0.85,0.030181832805980097,0.08014050716825735,0.8594958272197825,0.030181832805980097
collapse_emergence,66.0,0.8997080343260286,0.1,0.93,0.85,0.030116786269588552,0.08009024393559117,0.8596761835252318,0.030116786269588552
collapse_emergence,67.0,0.8998124982304476,0.1,0.93,0.85,0.030075000707820976,0.08005795509240714,0.8597920434919509,0.030075000707820976
collapse_emergence,68.0,0.8998795936425632,0.1,0.93,0.85,0.03004816254297471,0.08003721651048046,0.8598664584035701,0.03004816254297471
collapse_emergence,69.0,0.8999226830878194,0.1,0.93,0.85,0.030030926764872228,0.080023897954674,0.8599142485155815,0.030030926764872228
collapse_emergence,70.0,0.8999503536407663,0.1,0.93,0.85,0.030019858543693514,0.08001534523830862,0.8599449376743044,0.030019858543693514
collapse_emergence,71.0,0.899968121895564,0.1,0.93,0.85,0.03001275124177441,0.08000985323228023,0.859964644284171,0.03001275124177441
collapse_emergence,72.0,0.8999795311920641,0.1,0.93,0.85,0.03000818752317437,0.08000632672245292,0.8599772982311983,0.03000818752317437
collapse_emergence,73.0,0.8999868571549361,0.1,0.93,0.85,0.03000525713802555,0.08000406233392883,0.8599854233900202,0.03000525713802555
collapse_emergence,74.0,0.8999915611327534,0.1,0.93,0.85,0.030003375546898674,0.08000260837714898,0.8599906405290537,0.030003375546898674
collapse_emergence,75.0,0.8999945815185327,0.1,0.93,0.85,0.030002167392586914,0.08000167480336262,0.8599939904114635,0.030002167392586914
collapse_emergence,76.0,0.8999965208738513,0.1,0.93,0.85,0.030001391650459494,0.08000107536626416,0.8599961413328169,0.030001391650459494
collapse_emergence,77.0,0.8999977661078006,0.1,0.93,0.85,0.030000893556879776,0.08000069047577074,0.8599975224104697,0.030000893556879776
collapse_emergence,78.0,0.8999985656541036,0.1,0.93,0.85,0.030000573738358575,0.08000044334327709,0.8599984091800058,0.030000573738358575
collapse_emergence,79.0,0.899999079030277,0.1,0.93,0.85,0.03000036838788922,0.08000028466336895,0.8599989785608526,0.03000036838788922
random_instability,0.0,0.35,0.05,0.2,0.1,0.225,0.225,0.225,0.325
random_instability,1.0,0.35,0.05,0.2,0.1,0.22104706909805563,0.22104706909805563,0.22104706909805563,0.3368587927058331
random_instability,2.0,0.35,0.05,0.2,0.1,0.21729846737005518,0.21729846737005518,0.21729846737005518,0.3481045978898345
random_instability,3.0,0.35,0.05,0.2,0.1,0.21394796210248226,0.21394796210248226,0.21394796210248226,0.35815611369255324
random_instability,4.0,0.35,0.05,0.2,0.1,0.21116874275667585,0.21116874275667585,0.21116874275667585,0.3664937717299725
random_instability,5.0,0.35,0.05,0.2,0.1,0.20910446871025323,0.20910446871025323,0.20910446871025323,0.3726865938692403
random_instability,6.0,0.35,0.05,0.2,0.1,0.2078618434248135,0.2078618434248135,0.2078618434248135,0.3764144697255595
random_instability,7.0,0.35,0.05,0.2,0.1,0.20750509888527977,0.20750509888527977,0.20750509888527977,0.3774847033441608
random_instability,8.0,0.35,0.05,0.2,0.1,0.2080526754132463,0.2080526754132463,0.2080526754132463,0.37584197376026124
random_instability,9.0,0.35,0.05,0.2,0.1,0.20947626847660616,0.20947626847660616,0.20947626847660616,0.3715711945701815
random_instability,10.0,0.35,0.05,0.2,0.1,0.2117022917663942,0.2117022917663942,0.2117022917663942,0.36489312470081736
random_instability,11.0,0.35,0.05,0.2,0.1,0.21461568091359792,0.21461568091359792,0.21461568091359792,0.35615295725920626
random_instability,12.0,0.35,0.05,0.2,0.1,0.21806584122972106,0.21806584122972106,0.21806584122972106,0.3458024763108368
random_instability,13.0,0.35,0.05,0.2,0.1,0.22187443202911677,0.22187443202911677,0.22187443202911677,0.3343767039126497
random_instability,14.0,0.35,0.05,0.2,0.1,0.2258445851571841,0.2258445851571841,0.2258445851571841,0.32246624452844763
random_instability,15.0,0.35,0.05,0.2,0.1,0.22977108121363207,0.22977108121363207,0.22977108121363207,0.3106867563591038
random_instability,16.0,0.35,0.05,0.2,0.1,0.23345095745622968,0.23345095745622968,0.23345095745622968,0.299647127631311
random_instability,17.0,0.35,0.05,0.2,0.1,0.23669399905665908,0.23669399905665908,0.23669399905665908,0.28991800283002284
random_instability,18.0,0.35,0.05,0.2,0.1,0.239332571409682,0.239332571409682,0.239332571409682,0.282002285770954
random_instability,19.0,0.35,0.05,0.2,0.1,0.24123028525814777,0.24123028525814777,0.24123028525814777,0.2763091442255567
random_instability,20.0,0.35,0.05,0.2,0.1,0.2422890467287614,0.2422890467287614,0.2422890467287614,0.2731328598137158
random_instability,21.0,0.35,0.05,0.2,0.1,0.24245412785838355,0.24245412785838355,0.24245412785838355,0.2726376164248494
random_instability,22.0,0.35,0.05,0.2,0.1,0.2417169955125663,0.2417169955125663,0.2417169955125663,0.274849013462301
random_instability,23.0,0.35,0.05,0.2,0.1,0.2401157524679695,0.2401157524679695,0.2401157524679695,0.2796527425960916
random_instability,24.0,0.35,0.05,0.2,0.1,0.23773316785886375,0.23773316785886375,0.23773316785886375,0.2868004964234088
random_instability,25.0,0.35,0.05,0.2,0.1,0.23469239879502568,0.23469239879502568,0.23469239879502568,0.295922803614923
random_instability,26.0,0.35,0.05,0.2,0.1,0.23115062430294997,0.23115062430294997,0.23115062430294997,0.3065481270911502
random_instability,27.0,0.35,0.05,0.2,0.1,0.22729092065546122,0.22729092065546122,0.22729092065546122,0.3181272380336163
random_instability,28.0,0.35,0.05,0.2,0.1,0.22331279805840998,0.22331279805840998,0.22331279805840998,0.33006160582477007
random_instability,29.0,0.35,0.05,0.2,0.1,0.21942188785832528,0.21942188785832528,0.21942188785832528,0.34173433642502415
random_instability,30.0,0.35,0.05,0.2,0.1,0.21581931334493681,0.21581931334493681,0.21581931334493681,0.35254205996518956
random_instability,31.0,0.35,0.05,0.2,0.1,0.21269129357763417,0.21269129357763417,0.21269129357763417,0.3619261192670975
random_instability,32.0,0.35,0.05,0.2,0.1,0.21019951761979527,0.21019951761979527,0.21019951761979527,0.36940144714061424
random_instability,33.0,0.35,0.05,0.2,0.1,0.2084727867421097,0.2084727867421097,0.2084727867421097,0.3745816397736709
random_instability,34.0,0.35,0.05,0.2,0.1,0.2076003566140068,0.2076003566140068,0.2076003566140068,0.3771989301579797
random_instability,35.0,0.35,0.05,0.2,0.1,0.20762732362897812,0.20762732362897812,0.20762732362897812,0.3771180291130657
random_instability,36.0,0.35,0.05,0.2,0.1,0.20855229384717763,0.20855229384717763,0.20855229384717763,0.37434311845846713
random_instability,37.0,0.35,0.05,0.2,0.1,0.2103274550489396,0.2103274550489396,0.2103274550489396,0.3690176348531813
random_instability,38.0,0.35,0.05,0.2,0.1,0.21286104817472792,0.21286104817472792,0.21286104817472792,0.3614168554758163
random_instability,39.0,0.35,0.05,0.2,0.1,0.21602211040142635,0.21602211040142635,0.21602211040142635,0.35193366879572097
random_instability,40.0,0.35,0.05,0.2,0.1,0.21964724468274477,0.21964724468274477,0.21964724468274477,0.34105826595176575
random_instability,41.0,0.35,0.05,0.2,0.1,0.2235490658324728,0.2235490658324728,0.2235490658324728,0.32935280250258164
random_instability,42.0,0.35,0.05,0.2,0.1,0.22752588656788852,0.22752588656788852,0.22752588656788852,0.31742234029633454
random_instability,43.0,0.35,0.05,0.2,0.1,0.23137214283640734,0.23137214283640734,0.23137214283640734,0.30588357149077805
random_instability,44.0,0.35,0.05,0.2,0.1,0.2348890195345989,0.2348890195345989,0.2348890195345989,0.29533294139620336
random_instability,45.0,0.35,0.05,0.2,0.1,0.23789472737030773,0.23789472737030773,0.23789472737030773,0.2863158178890768
random_instability,46.0,0.35,0.05,0.2,0.1,0.24023389965121822,0.24023389965121822,0.24023389965121822,0.27929830104634534
random_instability,47.0,0.35,0.05,0.2,0.1,0.2417856232746916,0.2417856232746916,0.2417856232746916,0.2746431301759252
random_instability,48.0,0.35,0.05,0.2,0.1,0.24246968879258962,0.24246968879258962,0.24246968879258962,0.2725909336222311
random_instability,49.0,0.35,0.05,0.2,0.1,0.24225073648179474,0.24225073648179474,0.24225073648179474,0.2732477905546159
random_instability,50.0,0.35,0.05,0.2,0.1,0.24114008410775928,0.24114008410775928,0.24114008410775928,0.27657974767672217
random_instability,51.0,0.35,0.05,0.2,0.1,0.2391951419029804,0.2391951419029804,0.2391951419029804,0.2824145742910588
random_instability,52.0,0.35,0.05,0.2,0.1,0.2365164450004845,0.2365164450004845,0.2365164450004845,0.29045066499854655
random_instability,53.0,0.35,0.05,0.2,0.1,0.23324245671746835,0.23324245671746835,0.23324245671746835,0.30027262984759495
random_instability,54.0,0.35,0.05,0.2,0.1,0.22954241131022568,0.22954241131022568,0.22954241131022568,0.311372766069323
random_instability,55.0,0.35,0.05,0.2,0.1,0.22560756616229552,0.22560756616229552,0.22560756616229552,0.32317730151311347
random_instability,56.0,0.35,0.05,0.2,0.1,0.2216413155850428,0.2216413155850428,0.2216413155850428,0.33507605324487155
random_instability,57.0,0.35,0.05,0.2,0.1,0.217848677253759,0.217848677253759,0.217848677253759,0.346453968238723
random_instability,58.0,0.35,0.05,0.2,0.1,0.21442569473118842,0.21442569473118842,0.21442569473118842,0.35672291580643484
random_instability,59.0,0.35,0.05,0.2,0.1,0.21154930386787102,0.21154930386787102,0.21154930386787102,0.365352088396387
random_instability,60.0,0.35,0.05,0.2,0.1,0.20936818689064574,0.20936818689064574,0.20936818689064574,0.3718954393280629
random_instability,61.0,0.35,0.05,0.2,0.1,0.20799508693651308,0.20799508693651308,0.20799508693651308,0.3760147391904608
random_instability,62.0,0.35,0.05,0.2,0.1,0.2075009802978318,0.2075009802978318,0.2075009802978318,0.37749705910650466
random_instability,63.0,0.35,0.05,0.2,0.1,0.20791140761870278,0.20791140761870278,0.20791140761870278,0.37626577714389176
random_instability,64.0,0.35,0.05,0.2,0.1,0.20920515368501832,0.20920515368501832,0.20920515368501832,0.37238453894494505
random_instability,65.0,0.35,0.05,0.2,0.1,0.21131534405055596,0.21131534405055596,0.21131534405055596,0.36605396784833216
random_instability,66.0,0.35,0.05,0.2,0.1,0.21413290181391,0.21413290181391,0.21413290181391,0.35760129455827006
random_instability,67.0,0.35,0.05,0.2,0.1,0.21751218586355933,0.21751218586355933,0.21751218586355933,0.34746344240932203
random_instability,68.0,0.35,0.05,0.2,0.1,0.2212785191470802,0.2212785191470802,0.2212785191470802,0.3361644425587595
random_instability,69.0,0.35,0.05,0.2,0.1,0.22523721782412487,0.22523721782412487,0.22523721782412487,0.32428834652762545
random_instability,70.0,0.35,0.05,0.2,0.1,0.2291836545812801,0.2291836545812801,0.2291836545812801,0.31244903625615983
random_instability,71.0,0.35,0.05,0.2,0.1,0.23291383593052034,0.23291383593052034,0.23291383593052034,0.3012584922084389
random_instability,72.0,0.35,0.05,0.2,0.1,0.23623494674487838,0.23623494674487838,0.23623494674487838,0.29129515976536485
random_instability,73.0,0.35,0.05,0.2,0.1,0.23897531697848012,0.23897531697848012,0.23897531697848012,0.28307404906455963
random_instability,74.0,0.35,0.05,0.2,0.1,0.24099329538569994,0.24099329538569994,0.24099329538569994,0.2770201138429002
random_instability,75.0,0.35,0.05,0.2,0.1,0.2421845715520094,0.2421845715520094,0.2421845715520094,0.27344628534397175
random_instability,76.0,0.35,0.05,0.2,0.1,0.242487567756715,0.242487567756715,0.242487567756715,0.27253729672985505
random_instability,77.0,0.35,0.05,0.2,0.1,0.24188662195923172,0.24188662195923172,0.24188662195923172,0.27434013412230485
random_instability,78.0,0.35,0.05,0.2,0.1,0.24041279737858134,0.24041279737858134,0.24041279737858134,0.278761607864256
random_instability,79.0,0.35,0.05,0.2,0.1,0.23814227681850433,0.23814227681850433,0.23814227681850433,0.285573169544487
